Name,Image URL,Product URL,Price,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading
AMD FX-8120,https://images-na.ssl-images-amazon.com/images/I/51p02WjTSqL.jpg,https://pcpartpicker.com/product/Cr9KHx/amd-cpu-fd8120frw8kgu,,AMD,FD8120FRW8KGU,AMD FX,Bulldozer,Zambezi,AM3+,8,3.1 GHz,,,,8 MB,8 MB,125 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD FX-8140,/static/forever/img/no-image.png,https://pcpartpicker.com/product/cMPfrH/amd-cpu-fd8140wmw8kgu,,AMD,FD8140WMW8KGU,AMD FX,Bulldozer,Zambezi,AM3+,8,3.2 GHz,4.1 GHz,,,8 MB,8 MB,95 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD Athlon II X2 221,/static/forever/img/no-image.png,https://pcpartpicker.com/product/ZFw323/amd-cpu-ad221xojz22gx,,AMD,AD221XOJZ22GX,AMD Athlon II X2,Lynx,Llano,FM1,2,2.8 GHz,,,,1 MB,0 MB,65 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD FX-8320E,/static/forever/img/no-image.png,https://pcpartpicker.com/product/NscMnQ/amd-cpu-fd832ewmw8khk,,AMD,FD832EWMW8KHK,AMD FX,Piledriver,Vishera,AM3+,8,3.2 GHz,4 GHz,,,8 MB,8 MB,95 W,None,,Yes,No,OEM/Tray,32 nm,No,No
AMD FX-8370E,/static/forever/img/no-image.png,https://pcpartpicker.com/product/G2FXsY/amd-cpu-fd837ewmw8khk,,AMD,FD837EWMW8KHK,AMD FX,Piledriver,Vishera,AM3+,8,3.3 GHz,4.3 GHz,,,8 MB,8 MB,95 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD Athlon X4 530,/static/forever/img/no-image.png,https://pcpartpicker.com/product/sWGj4D/amd-cpu-ad530xjah44hm,,AMD,AD530XJAH44HM,AMD Athlon X4,Jaguar,Kabini,AM1,4,2 GHz,,,,2 MB,0 MB,25 W,None,,No,No,OEM/Tray,28 nm,No,No
AMD Pro A6-7400B,//cdna.pcpartpicker.com/static/forever/images/product/84f585f7daf664ce32ad1c0ad0f87063.256p.jpg,https://pcpartpicker.com/product/tRs8TW/amd-cpu-ad740bybi23ja,,AMD,AD740BYBI23JA,AMD A6,Steamroller,Kaveri,FM2+,2,3.5 GHz,3.9 GHz,,,1 MB,0 MB,65 W,Radeon R5 (on die),,No,No,OEM/Tray,28 nm,No,No
Intel Pentium G3250,/static/forever/img/no-image.png,https://pcpartpicker.com/product/NTwqqs/intel-cpu-cm8064601562019,,Intel,CM8064601562019,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,3.2 GHz,,,,0.5 MB,3 MB,53 W,Intel HD Graphics,,No,No,OEM/Tray,22 nm,No,No
Intel Core i3-7300T,//cdna.pcpartpicker.com/static/forever/images/product/6575bf30b14742cef9e7ddae7fb2ce7f.256p.jpg,https://pcpartpicker.com/product/7HL7YJ/intel-core-i3-7300t-35ghz-dual-core-processor-bx80677i37300t,$128.46 ,Intel,BX80677I37300T,Intel Core i3,Kaby Lake,Kaby Lake-S,LGA1151,2,3.5 GHz,,,,0.5 MB,4 MB,35 W,Intel HD Graphics 630,64 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Xeon E3-1225 V6,//cdna.pcpartpicker.com/static/forever/images/product/fa3cfa8408aca56a083f09d198f03e4d.256p.jpg,https://pcpartpicker.com/product/hrTrxr/intel-xeon-e3-1225-v6-33ghz-quad-core-oemtray-processor-cm8067702871024,$369.51 ,Intel,CM8067702871024,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,3.3 GHz,3.7 GHz,,,1 MB,8 MB,73 W,Intel HD Graphics P630,64 GB,Yes,No,OEM/Tray,14 nm,No,No
Intel Xeon E3-1270 V6,//cdna.pcpartpicker.com/static/forever/images/product/527689a6c15ca46365a5c1fa0804c613.256p.jpg,https://pcpartpicker.com/product/qJYWGX/intel-xeon-e3-1270-v6-38ghz-quad-core-processor-bx80677e31270v6,,Intel,BX80677E31270V6,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,3.8 GHz,4.2 GHz,,,1 MB,8 MB,72 W,None,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD A6-9550,/static/forever/img/no-image.png,https://pcpartpicker.com/product/TTdFf7/amd-a6-9550-38ghz-dual-core-processor-ad9550agabbox,,AMD,AD9550AGABBOX,AMD A6,Excavator,Bristol Ridge,AM4,2,3.8 GHz,4 GHz,,,1 MB,0 MB,65 W,Radeon R5 (on die),,No,Yes,Boxed,28 nm,Yes,No
AMD Athlon X4 940,/static/forever/img/no-image.png,https://pcpartpicker.com/product/YCs8TW/amd-athlon-x4-940-32ghz-quad-core-processor-ad940xagabbox,,AMD,AD940XAGABBOX,AMD Athlon X4,Excavator,Bristol Ridge,AM4,4,3.2 GHz,3.6 GHz,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,28 nm,Yes,No
Intel Xeon E-2134,https://m.media-amazon.com/images/I/41gKojt3OHL.jpg,https://pcpartpicker.com/product/fHGnTW/intel-xeon-e-2134-35-thz-quad-core-oemtray-processor-cm8068403654319,,Intel,CM8068403654319,Intel Xeon E,Coffee Lake,Coffee Lake,LGA1151,4,3.5 GHz,4.5 GHz,,,1 MB,8 MB,71 W,None,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Xeon E-2124G,//cdna.pcpartpicker.com/static/forever/images/product/3cee72da93fed40030f03f05d445452b.256p.jpg,https://pcpartpicker.com/product/hmndnQ/intel-xeon-e-2124g-34-thz-quad-core-processor-bx80684e2124g,,Intel,BX80684E2124G,Intel Xeon E,Coffee Lake,Coffee Lake,LGA1151,4,3.4 GHz,4.5 GHz,,,1 MB,8 MB,71 W,Intel HD Graphics P630,64 GB,Yes,No,Boxed,14 nm,No,No
Intel Core i5-4670T,/static/forever/img/no-image.png,https://pcpartpicker.com/product/sKrqqs/intel-core-i5-4670t-23-ghz-quad-core-oemtray-processor-cm8064601466003,,Intel,CM8064601466003,Intel Core i5,Haswell,Haswell,LGA1150,4,2.3 GHz,,,,1 MB,6 MB,45 W,Intel HD Graphics 4600,,No,No,OEM/Tray,22 nm,No,No
Intel Xeon E5-1620 V2,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Yyw323/intel-cpu-cm8063501292405,,Intel,CM8063501292405,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,4,3.7 GHz,3.9 GHz,,,1 MB,10 MB,130 W,None,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Pentium E2160,https://images-na.ssl-images-amazon.com/images/I/51atJ7BrcVL.jpg,https://pcpartpicker.com/product/6wbp99/intel-cpu-bx80557e2160,$49.00 ,Intel,BX80557E2160,Intel Pentium,Core,Conroe,LGA775,2,1.8 GHz,,,,1 MB,0 MB,65 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Core 2 Quad Q9550,//cdna.pcpartpicker.com/static/forever/images/product/6a3727718e7949d5e55d2d4964d8e276.256p.jpg,https://pcpartpicker.com/product/X4TmP6/intel-cpu-bx80569q9550,$165.51 ,Intel,BX80569Q9550,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.83 GHz,,,,12 MB,0 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Xeon E3-1275 V3,https://m.media-amazon.com/images/I/516F2mZFEZL.jpg,https://pcpartpicker.com/product/HDtCmG/intel-cpu-bx80646e31275v3,,Intel,BX80646E31275V3,Intel Xeon E3,Haswell,Haswell,LGA1150,4,3.5 GHz,3.9 GHz,,,1 MB,8 MB,84 W,Intel HD Graphics P4600,,Yes,Yes,Boxed,22 nm,Yes,Yes: Hyper-Threading
Intel Core i3-4160,https://m.media-amazon.com/images/I/51+W6X4TdwL.jpg,https://pcpartpicker.com/product/vDrG3C/intel-cpu-cm8064601483644,,Intel,CM8064601483644,Intel Core i3,Haswell Refresh,Haswell Refresh,LGA1150,2,3.6 GHz,,,,0.5 MB,3 MB,54 W,Intel HD Graphics 4400,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Xeon E5-1620,/static/forever/img/no-image.png,https://pcpartpicker.com/product/JqK7YJ/intel-cpu-cm8062101038606,,Intel,CM8062101038606,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,4,3.6 GHz,3.8 GHz,,,1 MB,10 MB,130 W,None,,Yes,No,OEM/Tray,32 nm,No,Yes: Hyper-Threading
Intel Pentium G3250,https://m.media-amazon.com/images/I/51YwYKm8IiL.jpg,https://pcpartpicker.com/product/KMPfrH/intel-cpu-bx80646g3250,$61.00 ,Intel,BX80646G3250,Intel Pentium,Haswell Refresh,Haswell Refresh,LGA1150,2,3.2 GHz,,,,0.5 MB,3 MB,53 W,Intel HD Graphics,,No,Yes,Boxed,22 nm,Yes,No
Intel Core i5-4460S,/static/forever/img/no-image.png,https://pcpartpicker.com/product/h6rcCJ/intel-core-i5-4460s-29ghz-quad-core-processor-bxc80646i54460s,,Intel,BXC80646I54460S,Intel Core i5,Haswell Refresh,Haswell Refresh,LGA1150,4,2.9 GHz,3.4 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 4000,,No,Yes,Boxed,22 nm,Yes,No
Intel Core i3-8100,/static/forever/img/no-image.png,https://pcpartpicker.com/product/ZvzZxr/intel-core-i3-8100-36ghz-6-core-oemtray-processor-cm8068403377308,$124.90 ,Intel,CM8068403377308,Intel Core i3,Coffee Lake,Coffee Lake,LGA1151,4,3.6 GHz,,,,1 MB,6 MB,65 W,Intel UHD Graphics 630,64 GB,Yes,No,OEM/Tray,14 nm,No,No
AMD A10-6700,https://m.media-amazon.com/images/I/41CwyAc9F8L.jpg,https://pcpartpicker.com/product/h9xfrH/amd-cpu-ad6700oka44hl,$78.02 ,AMD,AD6700OKA44HL,AMD A10,Piledriver,Richland,FM2,4,3.7 GHz,,,,2 MB,0 MB,65 W,Radeon HD 8670D,,No,No,OEM/Tray,32 nm,No,No
Intel Celeron 420,https://m.media-amazon.com/images/I/21KrrIALgUL.jpg,https://pcpartpicker.com/product/v9H323/intel-cpu-bx80557420,,Intel,BX80557420,Intel Celeron,Core,Conroe,LGA775,1,1.6 GHz,,,,0.5 MB,0 MB,35 W,None,,No,Yes,Boxed,65 nm,Yes,No
AMD Athlon II X2 250,https://m.media-amazon.com/images/I/31E0y+8sYNL.jpg,https://pcpartpicker.com/product/D3phP6/amd-cpu-adx250ocgmbox,,AMD,ADX250OCGMBOX,AMD Athlon II X2,K10,Regor,AM3,2,3 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Pentium G630,https://m.media-amazon.com/images/I/51-Umx5Ws6L.jpg,https://pcpartpicker.com/product/sF2kcf/intel-cpu-bx80623g630,$37.49 ,Intel,BX80623G630,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,2.7 GHz,,,,0.5 MB,3 MB,65 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,No
AMD A8-5500,https://m.media-amazon.com/images/I/51jL1Diy64L.jpg,https://pcpartpicker.com/product/wYkD4D/amd-cpu-ad5500okhjbox,,AMD,AD5500OKHJBOX,AMD A8,Piledriver,Trinity,FM2,4,3.2 GHz,,,,4 MB,0 MB,65 W,Radeon HD 7560D,,No,Yes,Boxed,32 nm,Yes,No
Intel Core i3-4340,//cdna.pcpartpicker.com/static/forever/images/product/bff61fde968cce54eb76e286260959ca.256p.jpg,https://pcpartpicker.com/product/tFQypg/intel-cpu-bx80646i34340,$60.00 ,Intel,BX80646I34340,Intel Core i3,Haswell,Haswell,LGA1150,2,3.6 GHz,,,,0.5 MB,4 MB,54 W,Intel HD Graphics 4600,,Yes,Yes,Boxed,22 nm,Yes,Yes: Hyper-Threading
Intel Xeon E5-1650 V4,https://images-na.ssl-images-amazon.com/images/I/51sHe%2BcSnYL.jpg,https://pcpartpicker.com/product/dn648d/intel-xeon-e5-1650-v4-36ghz-6-core-processor-bx80660e51650v4,,Intel,BX80660E51650V4,Intel Xeon E5,Broadwell,Broadwell-EP,LGA2011-3,6,3.6 GHz,4 GHz,,,1.5 MB,15 MB,140 W,None,1536 GB,Yes,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i5-3330S,/static/forever/img/no-image.png,https://pcpartpicker.com/product/QP7v6h/intel-core-i5-3330s-27ghz-quad-core-oemtray-processor-cm8063701159804,$149.94 ,Intel,CM8063701159804,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA1155,4,2.7 GHz,3.2 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 2500,,No,No,OEM/Tray,22 nm,No,No
AMD Athlon 220GE,//cdna.pcpartpicker.com/static/forever/images/product/900cddd78a7e0b4ab21a6e80f65fd9d0.256p.jpg,https://pcpartpicker.com/product/YP448d/amd-athlon-220ge-34-ghz-dual-core-processor-yd220gc6fbbox,,AMD,YD220GC6FBBOX,AMD Athlon,Zen,Raven Ridge,AM4,2,3.4 GHz,,,,1 MB,4 MB,35 W,Radeon Vega 3,64 GB,No,Yes,Boxed,14 nm,Yes,Yes
Intel Xeon E3-1270 V2,/static/forever/img/no-image.png,https://pcpartpicker.com/product/WCBv6h/intel-cpu-cm8063701098301,,Intel,CM8063701098301,Intel Xeon E3,Ivy Bridge,Ivy Bridge,LGA1155,4,3.5 GHz,,,,1 MB,8 MB,69 W,None,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Xeon E-2288G,//cdna.pcpartpicker.com/static/forever/images/product/2e430718e139eef491d7ee29cb0423dd.256p.jpg,https://pcpartpicker.com/product/cYNgXL/intel-xeon-e-2288g-37-thz-8-core-oemtray-processor-cm8068404224102,,Intel,CM8068404224102,Intel Xeon E,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,3.7 GHz,5 GHz,,,2 MB,16 MB,95 W,Intel HD Graphics P630,128 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
AMD 3850,https://m.media-amazon.com/images/I/41RQJGX23GL.jpg,https://pcpartpicker.com/product/tKCwrH/amd-cpu-sd3850jahmbox,,AMD,SD3850JAHMBOX,AMD Sempron,Jaguar,Kabini,AM1,4,1.3 GHz,,,,2 MB,0 MB,25 W,Radeon HD 8280,,No,Yes,Boxed,28 nm,Yes,No
Intel Core i7-5775C,//cdna.pcpartpicker.com/static/forever/images/product/6ea02853bf07bde9e6cfb8ce729954b2.256p.jpg,https://pcpartpicker.com/product/4hgPxr/intel-cpu-bx80658i75775c,,Intel,BX80658I75775C,Intel Core i7,Broadwell,Broadwell,LGA1150,4,3.3 GHz,3.7 GHz,,,1 MB,6 MB,65 W,Iris Pro Graphics 6200,,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-6400T,//cdna.pcpartpicker.com/static/forever/images/product/027de953813aee57e61b9d7a184656ea.256p.jpg,https://pcpartpicker.com/product/mn7CmG/intel-cpu-cm8066201920000,,Intel,CM8066201920000,Intel Core i5,Skylake,Skylake-S,LGA1151,4,2.2 GHz,2.8 GHz,,,1 MB,6 MB,35 W,Intel HD Graphics 530,64 GB,No,No,OEM/Tray,14 nm,No,No
AMD Opteron 6378,https://m.media-amazon.com/images/I/41QYhnbndkL.jpg,https://pcpartpicker.com/product/HZNp99/amd-cpu-os6378wktgghkwof,,AMD,OS6378WKTGGHKWOF,AMD Opteron,Piledriver,Abu Dhabi,G34,16,2.4 GHz,3.3 GHz,,,16 MB,16 MB,115 W,None,,No,No,Boxed,32 nm,No,No
Intel Core i7-7700T,//cdna.pcpartpicker.com/static/forever/images/product/193949e9182e432fc45535b8a557b977.256p.jpg,https://pcpartpicker.com/product/GDX2FT/intel-core-i7-7700t-29ghz-quad-core-processor-bx80677i77700t,,Intel,BX80677I77700T,Intel Core i7,Kaby Lake,Kaby Lake-S,LGA1151,4,2.9 GHz,3.8 GHz,,,1 MB,8 MB,35 W,Intel HD Graphics 630,64 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Xeon E3-1270 V6,https://m.media-amazon.com/images/I/514qJRME6AL.jpg,https://pcpartpicker.com/product/KLtWGX/intel-xeon-e3-1270-v6-38ghz-quad-core-oemtray-processor-cm8067702870648,$725.37 ,Intel,CM8067702870648,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,3.8 GHz,4.2 GHz,,,1 MB,8 MB,72 W,None,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i9-7940X,//cdna.pcpartpicker.com/static/forever/images/product/0c4f4756421e42c4211a76f1e1219a22.256p.jpg,https://pcpartpicker.com/product/HFBrxr/intel-core-i9-7940x-31ghz-14-core-processor-bx80673i97940x,,Intel,BX80673I97940X,Intel Core i9,Skylake,Skylake-X,LGA2066,14,3.1 GHz,4.4 GHz,,,14 MB,19.25 MB,165 W,None,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Athlon 200GE,//cdna.pcpartpicker.com/static/forever/images/product/34a0c81b9caf1c467170ccffe1418812.256p.jpg,https://pcpartpicker.com/product/yxm323/amd-athlon-200ge-32ghz-dual-core-oemtray-processor-yd200gc6m2ofb,,AMD,YD200GC6M2OFB,AMD Athlon,Zen,Raven Ridge,AM4,2,3.2 GHz,,,,1 MB,4 MB,35 W,Radeon Vega 3,,No,No,OEM/Tray,14 nm,No,Yes
Intel Core i3-9300,//cdna.pcpartpicker.com/static/forever/images/product/b1278728300f0159c35c67b39ea7ce46.256p.jpg,https://pcpartpicker.com/product/QD4BD3/intel-core-i3-9300-37-ghz-quad-core-processor-bx80684i39300,$264.13 ,Intel,BX80684I39300,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,4,3.7 GHz,4.3 GHz,,,1 MB,8 MB,62 W,Intel UHD Graphics 630,64 GB,Yes,Yes,Boxed,14 nm,Yes,No
Intel Xeon E5-2650L,https://images-na.ssl-images-amazon.com/images/I/41IVyRcDvZL.jpg,https://pcpartpicker.com/product/3BsKHx/intel-cpu-cm8062107185309,$129.94 ,Intel,CM8062107185309,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,1.8 GHz,2.3 GHz,,,2 MB,20 MB,70 W,None,,Yes,No,OEM/Tray,32 nm,No,Yes: Hyper-Threading
Intel Xeon E3-1245 V6,https://m.media-amazon.com/images/I/41gxrpSTn6L.jpg,https://pcpartpicker.com/product/tds8TW/intel-xeon-e3-1245-v6-37ghz-quad-core-processor-bx80677e31245v6,$555.48 ,Intel,BX80677E31245V6,Intel Xeon E3,Kaby Lake,Kaby Lake-S,LGA1151,4,3.7 GHz,4.1 GHz,,,1 MB,8 MB,73 W,Intel HD Graphics P630,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Celeron G1840,https://m.media-amazon.com/images/I/514NXi5F3mL.jpg,https://pcpartpicker.com/product/PTdqqs/intel-cpu-bx80646g1840,,Intel,BX80646G1840,Intel Celeron,Haswell Refresh,Haswell Refresh,LGA1150,2,2.8 GHz,,,,0.5 MB,2 MB,53 W,Intel HD Graphics,,Yes,Yes,Boxed,22 nm,Yes,No
Intel Core i5-7600,https://m.media-amazon.com/images/I/51PTdytDLsL.jpg,https://pcpartpicker.com/product/FN98TW/intel-core-i5-7600-35ghz-quad-core-oemtray-processor-cm8067702868011,,Intel,CM8067702868011,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,3.5 GHz,4.1 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,No
Intel Core i5-3570S,https://m.media-amazon.com/images/I/31aOVHuZE3L.jpg,https://pcpartpicker.com/product/82RzK8/intel-core-i5-3570s-31ghz-quad-core-oemtray-processor-cm8063701093901,,Intel,CM8063701093901,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA1155,4,3.1 GHz,3.8 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 2500,,No,No,OEM/Tray,22 nm,No,No
Intel Core i5-8600,https://m.media-amazon.com/images/I/41gKojt3OHL.jpg,https://pcpartpicker.com/product/khm323/intel-core-i5-8600-31ghz-6-core-oemtray-processor-cm8068403358607,$269.95 ,Intel,CM8068403358607,Intel Core i5,Coffee Lake,Coffee Lake,LGA1151,6,3.1 GHz,4.3 GHz,,,1.5 MB,9 MB,65 W,Intel UHD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,No
Intel Pentium Gold G5600,//cdna.pcpartpicker.com/static/forever/images/product/72d64a0b25612d0bcd8bdaf3add84069.256p.jpg,https://pcpartpicker.com/product/vsndnQ/intel-pentium-gold-g5600-39ghz-dual-core-processor-bx80684g5600,,Intel,BX80684G5600,Intel Pentium Gold,Coffee Lake,Coffee Lake,LGA1151,2,3.9 GHz,,,,0.5 MB,4 MB,54 W,Intel UHD Graphics 630,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i5-3570,//cdna.pcpartpicker.com/static/forever/images/product/bfb19b54222eade7dbbd12fb07bda3fa.256p.jpg,https://pcpartpicker.com/product/xs8j4D/intel-core-i5-3570-34ghz-quad-core-oemtray-processor-cm8063701093103,,Intel,CM8063701093103,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA1155,4,3.4 GHz,,,,1 MB,6 MB,77 W,Intel HD Graphics 2500,,No,No,OEM/Tray,22 nm,No,No
AMD Athlon II X4 630,https://m.media-amazon.com/images/I/514I1qJUxvL.jpg,https://pcpartpicker.com/product/XfTmP6/amd-cpu-adx630wfk42gm,$52.60 ,AMD,ADX630WFK42GM,AMD Athlon II X4,K10,Propus,AM3,4,2.8 GHz,,,,2 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core i7-5775C,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Y7Trxr/intel-cpu-cm8065802483301,$969.65 ,Intel,CM8065802483301,Intel Core i7,Broadwell,Broadwell,LGA1150,4,3.3 GHz,3.7 GHz,,,1 MB,6 MB,65 W,Iris Pro Graphics 6200,,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
AMD A12-9800E,https://images-eu.ssl-images-amazon.com/images/I/41Pol4UvrBL.jpg,https://pcpartpicker.com/product/Ld38TW/amd-a12-9800e-31ghz-quad-core-processor-ad9800ahabbox,$138.02 ,AMD,AD9800AHABBOX,AMD A12,Excavator,Bristol Ridge,AM4,4,3.1 GHz,3.8 GHz,,,2 MB,0 MB,35 W,Radeon R7 (on-die),,No,Yes,Boxed,28 nm,Yes,No
Intel Xeon E5-2670 V2,https://m.media-amazon.com/images/I/51-QKWWpuwL.jpg,https://pcpartpicker.com/product/HRQypg/intel-cpu-bx80635e52670v2,,Intel,BX80635E52670V2,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,10,2.5 GHz,3.3 GHz,,,2.5 MB,25 MB,115 W,None,,Yes,No,Boxed,22 nm,No,Yes: Hyper-Threading
Intel Xeon E3-1225 V5,//cdna.pcpartpicker.com/static/forever/images/product/ce351621bfb4f8a7299f9b660227e3bb.256p.jpg,https://pcpartpicker.com/product/DDcMnQ/intel-cpu-cm8066201922605,$265.00 ,Intel,CM8066201922605,Intel Xeon E3,Skylake,Skylake-H,LGA1151,4,3.3 GHz,3.7 GHz,,,1 MB,8 MB,80 W,Intel HD Graphics P530,64 GB,Yes,No,OEM/Tray,14 nm,No,No
AMD Phenom II X6 1055T,https://images-na.ssl-images-amazon.com/images/I/51zg42Jls6L.jpg,https://pcpartpicker.com/product/LQQypg/amd-cpu-hdt55tfbgrbox,,AMD,HDT55TFBGRBOX,AMD Phenom II X6,K10,Thuban,AM3,6,2.8 GHz,,,,3 MB,6 MB,125 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core i3-550,/static/forever/img/no-image.png,https://pcpartpicker.com/product/BDg323/intel-cpu-bx80616i3550,,Intel,BX80616I3550,Intel Core i3,Westmere,Clarkdale,LGA1156,2,3.2 GHz,,,,0.5 MB,4 MB,73 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Core i3-2130,https://m.media-amazon.com/images/I/51wyvjuFqVL.jpg,https://pcpartpicker.com/product/hNCwrH/intel-cpu-bx80623i32130,,Intel,BX80623I32130,Intel Core i3,Sandy Bridge,Sandy Bridge,LGA1155,2,3.4 GHz,,,,0.5 MB,3 MB,65 W,Intel HD Graphics 2000,,No,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Core i5-2550K,https://images-na.ssl-images-amazon.com/images/I/51MLt4C-P0L.jpg,https://pcpartpicker.com/product/sWphP6/intel-cpu-bx80623i52550k,,Intel,BX80623i52550K,Intel Core i5,Sandy Bridge,Sandy Bridge,LGA1155,4,3.4 GHz,,,,1 MB,6 MB,95 W,None,,No,Yes,Boxed,32 nm,Yes,No
Intel Core i5-3450S,https://m.media-amazon.com/images/I/51SE8s7Qz9L.jpg,https://pcpartpicker.com/product/x7xfrH/intel-cpu-bx80637i53450s,$95.00 ,Intel,"BX80637I53450S, BX806237I53450S",Intel Core i5,Ivy Bridge,Ivy Bridge,LGA1155,4,2.8 GHz,,,,1 MB,6 MB,65 W,Intel HD Graphics 2500,,No,Yes,Boxed,22 nm,Yes,No
Intel Core i5-3340,https://m.media-amazon.com/images/I/51uHDsHyrWL.jpg,https://pcpartpicker.com/product/r86BD3/intel-cpu-bx80637i53340,$278.02 ,Intel,BX80637I53340,Intel Core i5,Ivy Bridge,Ivy Bridge,LGA1155,4,3.1 GHz,3.3 GHz,,,1 MB,6 MB,77 W,Intel HD Graphics 2500,,No,Yes,Boxed,22 nm,Yes,No
Intel Xeon E5-2650L V2,//cdna.pcpartpicker.com/static/forever/images/product/804af63db07f9e7824da7f7fe6e92734.256p.jpg,https://pcpartpicker.com/product/3WMFf7/intel-cpu-cm8063501287602,,Intel,CM8063501287602,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,10,1.7 GHz,2.1 GHz,,,2.5 MB,25 MB,70 W,None,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Core i5-6600,//cdna.pcpartpicker.com/static/forever/images/product/fd51d44541807d00d4b265d071f313fa.256p.jpg,https://pcpartpicker.com/product/VV7CmG/intel-cpu-cm8066201920401,,Intel,CM8066201920401,Intel Core i5,Skylake,Skylake-S,LGA1151,4,3.3 GHz,3.9 GHz,,,1 MB,6 MB,65 W,Intel HD Graphics 530,64 GB,No,No,OEM/Tray,14 nm,No,No
AMD Ryzen 7 1800X,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Wx7CmG/amd-ryzen-7-1800x-36ghz-8-core-processor-yd180xbcaempk,,AMD,YD180XBCAEMPK,AMD Ryzen 7,Zen,Summit Ridge,AM4,8,3.6 GHz,4 GHz,,,4 MB,16 MB,95 W,None,,No,Yes,Boxed,14 nm,Yes,Yes
AMD A10-9700E,https://images-eu.ssl-images-amazon.com/images/I/41Pol4UvrBL.jpg,https://pcpartpicker.com/product/fxyxFT/amd-a10-9700e-30ghz-quad-core-processor-ad9700ahabbox,,AMD,AD9700AHABBOX,AMD A10,Excavator,Bristol Ridge,AM4,4,3 GHz,3.5 GHz,,,2 MB,0 MB,35 W,Radeon R7 (on-die),,No,Yes,Boxed,28 nm,Yes,No
